synthetic_row_id,family_label,source_match_mode,source_row_id,source_raw_file_name,source_repo_full_name,cosine_similarity
235,F2_crypto_trading_bot,source_raw_file_name,29,Morning-Star213__Solana-pumpfun-bot.json,Morning-Star213/Solana-pumpfun-bot,0.9695813278590463
236,F2_crypto_trading_bot,source_raw_file_name,11,dev-protocol__polymarket-copytrading-bot-sport.json,dev-protocol/polymarket-copytrading-bot-sport,0.9937109527098104
237,F2_crypto_trading_bot,source_raw_file_name,14,FaceOFWood__SniperBot-Solana-PumpSwap.json,FaceOFWood/SniperBot-Solana-PumpSwap,0.9847722038952054
238,F2_crypto_trading_bot,source_raw_file_name,15,harshith-vaddiparthy__quant-bot.json,harshith-vaddiparthy/quant-bot,1.000000000000038
239,F2_crypto_trading_bot,source_raw_file_name,29,Morning-Star213__Solana-pumpfun-bot.json,Morning-Star213/Solana-pumpfun-bot,0.966892412259195
240,F2_crypto_trading_bot,source_raw_file_name,11,dev-protocol__polymarket-copytrading-bot-sport.json,dev-protocol/polymarket-copytrading-bot-sport,0.9934530714214546
241,F2_crypto_trading_bot,source_raw_file_name,14,FaceOFWood__SniperBot-Solana-PumpSwap.json,FaceOFWood/SniperBot-Solana-PumpSwap,0.9948060391652795
242,F2_crypto_trading_bot,source_raw_file_name,15,harshith-vaddiparthy__quant-bot.json,harshith-vaddiparthy/quant-bot,1.000000000000038
243,F2_crypto_trading_bot,source_raw_file_name,29,Morning-Star213__Solana-pumpfun-bot.json,Morning-Star213/Solana-pumpfun-bot,0.9685945549538305
244,F5_ai_media_demo,source_raw_file_name,13,eferos93__test4.json,eferos93/test4,0.9864724637021867
245,F5_ai_media_demo,source_raw_file_name,27,Metaldadisbad__HacxGPT.json,Metaldadisbad/HacxGPT,0.9998611292379287
246,F5_ai_media_demo,source_raw_file_name,33,rizvejoarder__SoraMax.json,rizvejoarder/SoraMax,0.9974091493734074
247,F5_ai_media_demo,source_raw_file_name,34,shivas1432__sora2-watermark-remover.json,shivas1432/sora2-watermark-remover,0.9887265785411711
248,F5_ai_media_demo,source_raw_file_name,13,eferos93__test4.json,eferos93/test4,0.9818113671227644
249,F5_ai_media_demo,source_raw_file_name,27,Metaldadisbad__HacxGPT.json,Metaldadisbad/HacxGPT,0.9998611292379287
250,F5_ai_media_demo,source_raw_file_name,33,rizvejoarder__SoraMax.json,rizvejoarder/SoraMax,0.9974091493734074
251,F5_ai_media_demo,source_raw_file_name,34,shivas1432__sora2-watermark-remover.json,shivas1432/sora2-watermark-remover,0.9775112723439748
252,F5_ai_media_demo,source_raw_file_name,13,eferos93__test4.json,eferos93/test4,0.9445480922704473
253,F5_ai_media_demo,source_raw_file_name,27,Metaldadisbad__HacxGPT.json,Metaldadisbad/HacxGPT,0.9998611292379287
254,F5_ai_media_demo,source_raw_file_name,33,rizvejoarder__SoraMax.json,rizvejoarder/SoraMax,0.9934002620688408
255,F5_ai_media_demo,source_raw_file_name,34,shivas1432__sora2-watermark-remover.json,shivas1432/sora2-watermark-remover,0.9952867366054071
256,F5_ai_media_demo,source_raw_file_name,13,eferos93__test4.json,eferos93/test4,0.9452327002082109
257,F5_ai_media_demo,source_raw_file_name,27,Metaldadisbad__HacxGPT.json,Metaldadisbad/HacxGPT,0.9998611292379287
258,F5_ai_media_demo,source_raw_file_name,33,rizvejoarder__SoraMax.json,rizvejoarder/SoraMax,0.9978362050655911
259,F5_ai_media_demo,source_raw_file_name,34,shivas1432__sora2-watermark-remover.json,shivas1432/sora2-watermark-remover,0.9965683662003362
260,F5_ai_media_demo,source_raw_file_name,13,eferos93__test4.json,eferos93/test4,0.940922231416045
261,F5_ai_media_demo,source_raw_file_name,27,Metaldadisbad__HacxGPT.json,Metaldadisbad/HacxGPT,0.9998611292379287
262,F5_ai_media_demo,source_raw_file_name,33,rizvejoarder__SoraMax.json,rizvejoarder/SoraMax,0.9934002620688408
263,F5_ai_media_demo,source_raw_file_name,34,shivas1432__sora2-watermark-remover.json,shivas1432/sora2-watermark-remover,0.991197156051376
264,F5_ai_media_demo,source_raw_file_name,13,eferos93__test4.json,eferos93/test4,0.9824104176683901
265,F5_ai_media_demo,source_raw_file_name,27,Metaldadisbad__HacxGPT.json,Metaldadisbad/HacxGPT,0.9948288609722817
266,F5_ai_media_demo,source_raw_file_name,33,rizvejoarder__SoraMax.json,rizvejoarder/SoraMax,0.9999641116121077
267,F5_ai_media_demo,source_raw_file_name,34,shivas1432__sora2-watermark-remover.json,shivas1432/sora2-watermark-remover,0.9784640550806122
268,F5_ai_media_demo,source_raw_file_name,13,eferos93__test4.json,eferos93/test4,0.9643166712098784
269,F5_ai_media_demo,source_raw_file_name,27,Metaldadisbad__HacxGPT.json,Metaldadisbad/HacxGPT,0.9738664734698436
270,F5_ai_media_demo,source_raw_file_name,33,rizvejoarder__SoraMax.json,rizvejoarder/SoraMax,0.9999641116121077
271,F5_ai_media_demo,source_raw_file_name,34,shivas1432__sora2-watermark-remover.json,shivas1432/sora2-watermark-remover,0.9705537962386179
272,F5_ai_media_demo,source_raw_file_name,13,eferos93__test4.json,eferos93/test4,0.9723023518915082
273,F5_ai_media_demo,source_raw_file_name,27,Metaldadisbad__HacxGPT.json,Metaldadisbad/HacxGPT,0.9998611292379287
274,F5_ai_media_demo,source_raw_file_name,33,rizvejoarder__SoraMax.json,rizvejoarder/SoraMax,0.9999641116121077
275,F5_ai_media_demo,source_raw_file_name,34,shivas1432__sora2-watermark-remover.json,shivas1432/sora2-watermark-remover,0.991197156051376
276,F5_ai_media_demo,source_raw_file_name,13,eferos93__test4.json,eferos93/test4,0.9415202971488219
277,F5_ai_media_demo,source_raw_file_name,27,Metaldadisbad__HacxGPT.json,Metaldadisbad/HacxGPT,0.9998611292379287
278,F5_ai_media_demo,source_raw_file_name,33,rizvejoarder__SoraMax.json,rizvejoarder/SoraMax,0.9934002620688408
279,F5_ai_media_demo,source_raw_file_name,34,shivas1432__sora2-watermark-remover.json,shivas1432/sora2-watermark-remover,0.991197156051376
280,F5_ai_media_demo,source_raw_file_name,13,eferos93__test4.json,eferos93/test4,0.97683753050151
281,F5_ai_media_demo,source_raw_file_name,27,Metaldadisbad__HacxGPT.json,Metaldadisbad/HacxGPT,0.9948288609722817
282,F5_ai_media_demo,source_raw_file_name,33,rizvejoarder__SoraMax.json,rizvejoarder/SoraMax,0.9974091493734074
283,F5_ai_media_demo,source_raw_file_name,34,shivas1432__sora2-watermark-remover.json,shivas1432/sora2-watermark-remover,0.983502222346327
284,F5_ai_media_demo,source_raw_file_name,13,eferos93__test4.json,eferos93/test4,0.9858683911811581
285,F5_ai_media_demo,source_raw_file_name,27,Metaldadisbad__HacxGPT.json,Metaldadisbad/HacxGPT,0.9998611292379287
286,F5_ai_media_demo,source_raw_file_name,33,rizvejoarder__SoraMax.json,rizvejoarder/SoraMax,0.9934002620688408
287,F5_ai_media_demo,source_raw_file_name,34,shivas1432__sora2-watermark-remover.json,shivas1432/sora2-watermark-remover,0.9965683662003362
288,F5_ai_media_demo,source_raw_file_name,13,eferos93__test4.json,eferos93/test4,0.9823647442334286
289,F5_ai_media_demo,source_raw_file_name,27,Metaldadisbad__HacxGPT.json,Metaldadisbad/HacxGPT,0.9916321470891705
290,F5_ai_media_demo,source_raw_file_name,33,rizvejoarder__SoraMax.json,rizvejoarder/SoraMax,0.9999641116121077
291,F5_ai_media_demo,source_raw_file_name,34,shivas1432__sora2-watermark-remover.json,shivas1432/sora2-watermark-remover,0.9784640550806122
292,F5_ai_media_demo,source_raw_file_name,13,eferos93__test4.json,eferos93/test4,0.9858683911811581
293,F5_ai_media_demo,source_raw_file_name,27,Metaldadisbad__HacxGPT.json,Metaldadisbad/HacxGPT,0.9738664734698436
294,F5_ai_media_demo,source_raw_file_name,33,rizvejoarder__SoraMax.json,rizvejoarder/SoraMax,0.9978362050655911
295,F5_ai_media_demo,source_raw_file_name,34,shivas1432__sora2-watermark-remover.json,shivas1432/sora2-watermark-remover,0.9816277094858699
296,F5_ai_media_demo,source_raw_file_name,13,eferos93__test4.json,eferos93/test4,0.9824104176683901
297,F5_ai_media_demo,source_raw_file_name,27,Metaldadisbad__HacxGPT.json,Metaldadisbad/HacxGPT,0.9738664734698436
298,F5_ai_media_demo,source_raw_file_name,33,rizvejoarder__SoraMax.json,rizvejoarder/SoraMax,0.9999641116121077
299,F5_ai_media_demo,source_raw_file_name,34,shivas1432__sora2-watermark-remover.json,shivas1432/sora2-watermark-remover,0.987513242850786
