repo_full_name,raw_file_name,family_label,is_synthetic,source_repo_full_name,source_raw_file_name,augmentation_method
Zeeeepaz/spyder-osint2,Zeeeepaz__spyder-osint2.json,F4_security_osint_cve,1,Zeeeepa/spyder-osint2,Zeeeepa__spyder-osint2.json,family_bootstrap_near_neighbor
arliawhitec/rentverse,arliawhitec__rentverse.json,F3_web3_platform_app,1,arliawhite/rentverse,arliawhite__rentverse.json,family_bootstrap_near_neighbor
studio-hu/blockchain-dev,studio-hu__blockchain-dev.json,F3_web3_platform_app,1,clixlogix/blockchain-dev,clixlogix__blockchain-dev.json,family_bootstrap_near_neighbor
knightsdexj/knightsbridge-dex,knightsdexj__knightsbridge-dex.json,F3_web3_platform_app,1,knightsdex/knightsbridge-dex,knightsdex__knightsbridge-dex.json,family_bootstrap_near_neighbor
protocol-app/TokenPresaleApp,protocol-app__TokenPresaleApp.json,F3_web3_platform_app,1,MentarisHub121/TokenPresaleApp,MentarisHub121__TokenPresaleApp.json,family_bootstrap_near_neighbor
mirzamudassi/blocknovas-nyx-public,mirzamudassi__blocknovas-nyx-public.json,F3_web3_platform_app,1,mirzamudassir/blocknovas-nyx-public,mirzamudassir__blocknovas-nyx-public.json,family_bootstrap_near_neighbor
SuperDev31/Trading_Platform_Ultrax,SuperDev31__Trading_Platform_Ultrax.json,F3_web3_platform_app,1,SuperDev313/Trading_Platform_Ultrax,SuperDev313__Trading_Platform_Ultrax.json,family_bootstrap_near_neighbor
ta3pks2/Decentralized-Social,ta3pks2__Decentralized-Social.json,F3_web3_platform_app,1,ta3pks/Decentralized-Social,ta3pks__Decentralized-Social.json,family_bootstrap_near_neighbor
xorostar2/blocknovas-llc-currency-converter-task,xorostar2__blocknovas-llc-currency-converter-task.json,F3_web3_platform_app,1,xorostar/blocknovas-llc-currency-converter-task,xorostar__blocknovas-llc-currency-converter-task.json,family_bootstrap_near_neighbor
arliawhite2/rentverse,arliawhite2__rentverse.json,F3_web3_platform_app,1,arliawhite/rentverse,arliawhite__rentverse.json,family_bootstrap_near_neighbor
app-proto/blockchain-dev,app-proto__blockchain-dev.json,F3_web3_platform_app,1,clixlogix/blockchain-dev,clixlogix__blockchain-dev.json,family_bootstrap_near_neighbor
knightsdexk/knightsbridge-dex,knightsdexk__knightsbridge-dex.json,F3_web3_platform_app,1,knightsdex/knightsbridge-dex,knightsdex__knightsbridge-dex.json,family_bootstrap_near_neighbor
chain-studio/TokenPresaleApp,chain-studio__TokenPresaleApp.json,F3_web3_platform_app,1,MentarisHub121/TokenPresaleApp,MentarisHub121__TokenPresaleApp.json,family_bootstrap_near_neighbor
mirzamudassira/blocknovas-nyx-public,mirzamudassira__blocknovas-nyx-public.json,F3_web3_platform_app,1,mirzamudassir/blocknovas-nyx-public,mirzamudassir__blocknovas-nyx-public.json,family_bootstrap_near_neighbor
SuperDev3132/Trading_Platform_Ultrax,SuperDev3132__Trading_Platform_Ultrax.json,F3_web3_platform_app,1,SuperDev313/Trading_Platform_Ultrax,SuperDev313__Trading_Platform_Ultrax.json,family_bootstrap_near_neighbor
ta3pk/Decentralized-Social,ta3pk__Decentralized-Social.json,F3_web3_platform_app,1,ta3pks/Decentralized-Social,ta3pks__Decentralized-Social.json,family_bootstrap_near_neighbor
xorostar3/blocknovas-llc-currency-converter-task,xorostar3__blocknovas-llc-currency-converter-task.json,F3_web3_platform_app,1,xorostar/blocknovas-llc-currency-converter-task,xorostar__blocknovas-llc-currency-converter-task.json,family_bootstrap_near_neighbor
arliawhitew/rentverse,arliawhitew__rentverse.json,F3_web3_platform_app,1,arliawhite/rentverse,arliawhite__rentverse.json,family_bootstrap_near_neighbor
chain-stu/blockchain-dev,chain-stu__blockchain-dev.json,F3_web3_platform_app,1,clixlogix/blockchain-dev,clixlogix__blockchain-dev.json,family_bootstrap_near_neighbor
knightsdex2/knightsbridge-dex,knightsdex2__knightsbridge-dex.json,F3_web3_platform_app,1,knightsdex/knightsbridge-dex,knightsdex__knightsbridge-dex.json,family_bootstrap_near_neighbor
labs-protocol/TokenPresaleApp,labs-protocol__TokenPresaleApp.json,F3_web3_platform_app,1,MentarisHub121/TokenPresaleApp,MentarisHub121__TokenPresaleApp.json,family_bootstrap_near_neighbor
mirzamudassir2/blocknovas-nyx-public,mirzamudassir2__blocknovas-nyx-public.json,F3_web3_platform_app,1,mirzamudassir/blocknovas-nyx-public,mirzamudassir__blocknovas-nyx-public.json,family_bootstrap_near_neighbor
SuperDev313d/Trading_Platform_Ultrax,SuperDev313d__Trading_Platform_Ultrax.json,F3_web3_platform_app,1,SuperDev313/Trading_Platform_Ultrax,SuperDev313__Trading_Platform_Ultrax.json,family_bootstrap_near_neighbor
ta3pk2/Decentralized-Social,ta3pk2__Decentralized-Social.json,F3_web3_platform_app,1,ta3pks/Decentralized-Social,ta3pks__Decentralized-Social.json,family_bootstrap_near_neighbor
xorostar32/blocknovas-llc-currency-converter-task,xorostar32__blocknovas-llc-currency-converter-task.json,F3_web3_platform_app,1,xorostar/blocknovas-llc-currency-converter-task,xorostar__blocknovas-llc-currency-converter-task.json,family_bootstrap_near_neighbor
arliawhite3/rentverse,arliawhite3__rentverse.json,F3_web3_platform_app,1,arliawhite/rentverse,arliawhite__rentverse.json,family_bootstrap_near_neighbor
labs-stud/blockchain-dev,labs-stud__blockchain-dev.json,F3_web3_platform_app,1,clixlogix/blockchain-dev,clixlogix__blockchain-dev.json,family_bootstrap_near_neighbor
knightsdexl/knightsbridge-dex,knightsdexl__knightsbridge-dex.json,F3_web3_platform_app,1,knightsdex/knightsbridge-dex,knightsdex__knightsbridge-dex.json,family_bootstrap_near_neighbor
chain-studio2/TokenPresaleApp,chain-studio2__TokenPresaleApp.json,F3_web3_platform_app,1,MentarisHub121/TokenPresaleApp,MentarisHub121__TokenPresaleApp.json,family_bootstrap_near_neighbor
mirzamudassirj/blocknovas-nyx-public,mirzamudassirj__blocknovas-nyx-public.json,F3_web3_platform_app,1,mirzamudassir/blocknovas-nyx-public,mirzamudassir__blocknovas-nyx-public.json,family_bootstrap_near_neighbor
SuperDev3133/Trading_Platform_Ultrax,SuperDev3133__Trading_Platform_Ultrax.json,F3_web3_platform_app,1,SuperDev313/Trading_Platform_Ultrax,SuperDev313__Trading_Platform_Ultrax.json,family_bootstrap_near_neighbor
ta3pks3/Decentralized-Social,ta3pks3__Decentralized-Social.json,F3_web3_platform_app,1,ta3pks/Decentralized-Social,ta3pks__Decentralized-Social.json,family_bootstrap_near_neighbor
xorosta/blocknovas-llc-currency-converter-task,xorosta__blocknovas-llc-currency-converter-task.json,F3_web3_platform_app,1,xorostar/blocknovas-llc-currency-converter-task,xorostar__blocknovas-llc-currency-converter-task.json,family_bootstrap_near_neighbor
arliawhite4/rentverse,arliawhite4__rentverse.json,F3_web3_platform_app,1,arliawhite/rentverse,arliawhite__rentverse.json,family_bootstrap_near_neighbor
protocol-/blockchain-dev,protocol-__blockchain-dev.json,F3_web3_platform_app,1,clixlogix/blockchain-dev,clixlogix__blockchain-dev.json,family_bootstrap_near_neighbor
knightsdexf/knightsbridge-dex,knightsdexf__knightsbridge-dex.json,F3_web3_platform_app,1,knightsdex/knightsbridge-dex,knightsdex__knightsbridge-dex.json,family_bootstrap_near_neighbor
verse-studio/TokenPresaleApp,verse-studio__TokenPresaleApp.json,F3_web3_platform_app,1,MentarisHub121/TokenPresaleApp,MentarisHub121__TokenPresaleApp.json,family_bootstrap_near_neighbor
mirzamudassiri/blocknovas-nyx-public,mirzamudassiri__blocknovas-nyx-public.json,F3_web3_platform_app,1,mirzamudassir/blocknovas-nyx-public,mirzamudassir__blocknovas-nyx-public.json,family_bootstrap_near_neighbor
SuperDev312/Trading_Platform_Ultrax,SuperDev312__Trading_Platform_Ultrax.json,F3_web3_platform_app,1,SuperDev313/Trading_Platform_Ultrax,SuperDev313__Trading_Platform_Ultrax.json,family_bootstrap_near_neighbor
ta3pks4/Decentralized-Social,ta3pks4__Decentralized-Social.json,F3_web3_platform_app,1,ta3pks/Decentralized-Social,ta3pks__Decentralized-Social.json,family_bootstrap_near_neighbor
xorosta2/blocknovas-llc-currency-converter-task,xorosta2__blocknovas-llc-currency-converter-task.json,F3_web3_platform_app,1,xorostar/blocknovas-llc-currency-converter-task,xorostar__blocknovas-llc-currency-converter-task.json,family_bootstrap_near_neighbor
arliawhit/rentverse,arliawhit__rentverse.json,F3_web3_platform_app,1,arliawhite/rentverse,arliawhite__rentverse.json,family_bootstrap_near_neighbor
protocol-2/blockchain-dev,protocol-2__blockchain-dev.json,F3_web3_platform_app,1,clixlogix/blockchain-dev,clixlogix__blockchain-dev.json,family_bootstrap_near_neighbor
knightsdex3/knightsbridge-dex,knightsdex3__knightsbridge-dex.json,F3_web3_platform_app,1,knightsdex/knightsbridge-dex,knightsdex__knightsbridge-dex.json,family_bootstrap_near_neighbor
studio-labs/TokenPresaleApp,studio-labs__TokenPresaleApp.json,F3_web3_platform_app,1,MentarisHub121/TokenPresaleApp,MentarisHub121__TokenPresaleApp.json,family_bootstrap_near_neighbor
mirzamudassir3/blocknovas-nyx-public,mirzamudassir3__blocknovas-nyx-public.json,F3_web3_platform_app,1,mirzamudassir/blocknovas-nyx-public,mirzamudassir__blocknovas-nyx-public.json,family_bootstrap_near_neighbor
SuperDev313k/Trading_Platform_Ultrax,SuperDev313k__Trading_Platform_Ultrax.json,F3_web3_platform_app,1,SuperDev313/Trading_Platform_Ultrax,SuperDev313__Trading_Platform_Ultrax.json,family_bootstrap_near_neighbor
ta3pksm/Decentralized-Social,ta3pksm__Decentralized-Social.json,F3_web3_platform_app,1,ta3pks/Decentralized-Social,ta3pks__Decentralized-Social.json,family_bootstrap_near_neighbor
xorosta3/blocknovas-llc-currency-converter-task,xorosta3__blocknovas-llc-currency-converter-task.json,F3_web3_platform_app,1,xorostar/blocknovas-llc-currency-converter-task,xorostar__blocknovas-llc-currency-converter-task.json,family_bootstrap_near_neighbor
arliawhite5/rentverse,arliawhite5__rentverse.json,F3_web3_platform_app,1,arliawhite/rentverse,arliawhite__rentverse.json,family_bootstrap_near_neighbor
protocol-3/blockchain-dev,protocol-3__blockchain-dev.json,F3_web3_platform_app,1,clixlogix/blockchain-dev,clixlogix__blockchain-dev.json,family_bootstrap_near_neighbor
knightsdex4/knightsbridge-dex,knightsdex4__knightsbridge-dex.json,F3_web3_platform_app,1,knightsdex/knightsbridge-dex,knightsdex__knightsbridge-dex.json,family_bootstrap_near_neighbor
app-studio/TokenPresaleApp,app-studio__TokenPresaleApp.json,F3_web3_platform_app,1,MentarisHub121/TokenPresaleApp,MentarisHub121__TokenPresaleApp.json,family_bootstrap_near_neighbor
labs-market/polymarket-copytrading-bot-sport,labs-market__polymarket-copytrading-bot-sport.json,F2_crypto_trading_bot,1,dev-protocol/polymarket-copytrading-bot-sport,dev-protocol__polymarket-copytrading-bot-sport.json,family_bootstrap_near_neighbor
FaceOFWoo/SniperBot-Solana-PumpSwap,FaceOFWoo__SniperBot-Solana-PumpSwap.json,F2_crypto_trading_bot,1,FaceOFWood/SniperBot-Solana-PumpSwap,FaceOFWood__SniperBot-Solana-PumpSwap.json,family_bootstrap_near_neighbor
harshithvaddiparthyy/quant-bot,harshithvaddiparthyy__quant-bot.json,F2_crypto_trading_bot,1,harshith-vaddiparthy/quant-bot,harshith-vaddiparthy__quant-bot.json,family_bootstrap_near_neighbor
MorningStar213ry/Solana-pumpfun-bot,MorningStar213ry__Solana-pumpfun-bot.json,F2_crypto_trading_bot,1,Morning-Star213/Solana-pumpfun-bot,Morning-Star213__Solana-pumpfun-bot.json,family_bootstrap_near_neighbor
dex-copy/polymarket-copytrading-bot-sport,dex-copy__polymarket-copytrading-bot-sport.json,F2_crypto_trading_bot,1,dev-protocol/polymarket-copytrading-bot-sport,dev-protocol__polymarket-copytrading-bot-sport.json,family_bootstrap_near_neighbor
FaceOFWoodv/SniperBot-Solana-PumpSwap,FaceOFWoodv__SniperBot-Solana-PumpSwap.json,F2_crypto_trading_bot,1,FaceOFWood/SniperBot-Solana-PumpSwap,FaceOFWood__SniperBot-Solana-PumpSwap.json,family_bootstrap_near_neighbor
harshithvaddiparthy4/quant-bot,harshithvaddiparthy4__quant-bot.json,F2_crypto_trading_bot,1,harshith-vaddiparthy/quant-bot,harshith-vaddiparthy__quant-bot.json,family_bootstrap_near_neighbor
MorningStar213/Solana-pumpfun-bot,MorningStar213__Solana-pumpfun-bot.json,F2_crypto_trading_bot,1,Morning-Star213/Solana-pumpfun-bot,Morning-Star213__Solana-pumpfun-bot.json,family_bootstrap_near_neighbor
dex-bot/polymarket-copytrading-bot-sport,dex-bot__polymarket-copytrading-bot-sport.json,F2_crypto_trading_bot,1,dev-protocol/polymarket-copytrading-bot-sport,dev-protocol__polymarket-copytrading-bot-sport.json,family_bootstrap_near_neighbor
FaceOFWood2/SniperBot-Solana-PumpSwap,FaceOFWood2__SniperBot-Solana-PumpSwap.json,F2_crypto_trading_bot,1,FaceOFWood/SniperBot-Solana-PumpSwap,FaceOFWood__SniperBot-Solana-PumpSwap.json,family_bootstrap_near_neighbor
harshithvaddiparthy42/quant-bot,harshithvaddiparthy42__quant-bot.json,F2_crypto_trading_bot,1,harshith-vaddiparthy/quant-bot,harshith-vaddiparthy__quant-bot.json,family_bootstrap_near_neighbor
MorningStar2132/Solana-pumpfun-bot,MorningStar2132__Solana-pumpfun-bot.json,F2_crypto_trading_bot,1,Morning-Star213/Solana-pumpfun-bot,Morning-Star213__Solana-pumpfun-bot.json,family_bootstrap_near_neighbor
dex-trade/polymarket-copytrading-bot-sport,dex-trade__polymarket-copytrading-bot-sport.json,F2_crypto_trading_bot,1,dev-protocol/polymarket-copytrading-bot-sport,dev-protocol__polymarket-copytrading-bot-sport.json,family_bootstrap_near_neighbor
FaceOFWoodk/SniperBot-Solana-PumpSwap,FaceOFWoodk__SniperBot-Solana-PumpSwap.json,F2_crypto_trading_bot,1,FaceOFWood/SniperBot-Solana-PumpSwap,FaceOFWood__SniperBot-Solana-PumpSwap.json,family_bootstrap_near_neighbor
harshithvaddiparthyu/quant-bot,harshithvaddiparthyu__quant-bot.json,F2_crypto_trading_bot,1,harshith-vaddiparthy/quant-bot,harshith-vaddiparthy__quant-bot.json,family_bootstrap_near_neighbor
MorningStar2133/Solana-pumpfun-bot,MorningStar2133__Solana-pumpfun-bot.json,F2_crypto_trading_bot,1,Morning-Star213/Solana-pumpfun-bot,Morning-Star213__Solana-pumpfun-bot.json,family_bootstrap_near_neighbor
bot-trade/polymarket-copytrading-bot-sport,bot-trade__polymarket-copytrading-bot-sport.json,F2_crypto_trading_bot,1,dev-protocol/polymarket-copytrading-bot-sport,dev-protocol__polymarket-copytrading-bot-sport.json,family_bootstrap_near_neighbor
FaceOFWood3/SniperBot-Solana-PumpSwap,FaceOFWood3__SniperBot-Solana-PumpSwap.json,F2_crypto_trading_bot,1,FaceOFWood/SniperBot-Solana-PumpSwap,FaceOFWood__SniperBot-Solana-PumpSwap.json,family_bootstrap_near_neighbor
harshithvaddiparthy/quant-bot,harshithvaddiparthy__quant-bot.json,F2_crypto_trading_bot,1,harshith-vaddiparthy/quant-bot,harshith-vaddiparthy__quant-bot.json,family_bootstrap_near_neighbor
MorningStar213o3/Solana-pumpfun-bot,MorningStar213o3__Solana-pumpfun-bot.json,F2_crypto_trading_bot,1,Morning-Star213/Solana-pumpfun-bot,Morning-Star213__Solana-pumpfun-bot.json,family_bootstrap_near_neighbor
dex-signal/polymarket-copytrading-bot-sport,dex-signal__polymarket-copytrading-bot-sport.json,F2_crypto_trading_bot,1,dev-protocol/polymarket-copytrading-bot-sport,dev-protocol__polymarket-copytrading-bot-sport.json,family_bootstrap_near_neighbor
FaceOFWood4/SniperBot-Solana-PumpSwap,FaceOFWood4__SniperBot-Solana-PumpSwap.json,F2_crypto_trading_bot,1,FaceOFWood/SniperBot-Solana-PumpSwap,FaceOFWood__SniperBot-Solana-PumpSwap.json,family_bootstrap_near_neighbor
harshithvaddiparthyy2/quant-bot,harshithvaddiparthyy2__quant-bot.json,F2_crypto_trading_bot,1,harshith-vaddiparthy/quant-bot,harshith-vaddiparthy__quant-bot.json,family_bootstrap_near_neighbor
MorningStar213gg/Solana-pumpfun-bot,MorningStar213gg__Solana-pumpfun-bot.json,F2_crypto_trading_bot,1,Morning-Star213/Solana-pumpfun-bot,Morning-Star213__Solana-pumpfun-bot.json,family_bootstrap_near_neighbor
signal-labs/polymarket-copytrading-bot-sport,signal-labs__polymarket-copytrading-bot-sport.json,F2_crypto_trading_bot,1,dev-protocol/polymarket-copytrading-bot-sport,dev-protocol__polymarket-copytrading-bot-sport.json,family_bootstrap_near_neighbor
FaceOFWoo2/SniperBot-Solana-PumpSwap,FaceOFWoo2__SniperBot-Solana-PumpSwap.json,F2_crypto_trading_bot,1,FaceOFWood/SniperBot-Solana-PumpSwap,FaceOFWood__SniperBot-Solana-PumpSwap.json,family_bootstrap_near_neighbor
harshithvaddiparthy2/quant-bot,harshithvaddiparthy2__quant-bot.json,F2_crypto_trading_bot,1,harshith-vaddiparthy/quant-bot,harshith-vaddiparthy__quant-bot.json,family_bootstrap_near_neighbor
MorningStar2132q/Solana-pumpfun-bot,MorningStar2132q__Solana-pumpfun-bot.json,F2_crypto_trading_bot,1,Morning-Star213/Solana-pumpfun-bot,Morning-Star213__Solana-pumpfun-bot.json,family_bootstrap_near_neighbor
copy-trade/polymarket-copytrading-bot-sport,copy-trade__polymarket-copytrading-bot-sport.json,F2_crypto_trading_bot,1,dev-protocol/polymarket-copytrading-bot-sport,dev-protocol__polymarket-copytrading-bot-sport.json,family_bootstrap_near_neighbor
FaceOFWood5/SniperBot-Solana-PumpSwap,FaceOFWood5__SniperBot-Solana-PumpSwap.json,F2_crypto_trading_bot,1,FaceOFWood/SniperBot-Solana-PumpSwap,FaceOFWood__SniperBot-Solana-PumpSwap.json,family_bootstrap_near_neighbor
harshithvaddiparthy3/quant-bot,harshithvaddiparthy3__quant-bot.json,F2_crypto_trading_bot,1,harshith-vaddiparthy/quant-bot,harshith-vaddiparthy__quant-bot.json,family_bootstrap_near_neighbor
MorningStar213q/Solana-pumpfun-bot,MorningStar213q__Solana-pumpfun-bot.json,F2_crypto_trading_bot,1,Morning-Star213/Solana-pumpfun-bot,Morning-Star213__Solana-pumpfun-bot.json,family_bootstrap_near_neighbor
signal-marke/polymarket-copytrading-bot-sport,signal-marke__polymarket-copytrading-bot-sport.json,F2_crypto_trading_bot,1,dev-protocol/polymarket-copytrading-bot-sport,dev-protocol__polymarket-copytrading-bot-sport.json,family_bootstrap_near_neighbor
FaceOFWoo3/SniperBot-Solana-PumpSwap,FaceOFWoo3__SniperBot-Solana-PumpSwap.json,F2_crypto_trading_bot,1,FaceOFWood/SniperBot-Solana-PumpSwap,FaceOFWood__SniperBot-Solana-PumpSwap.json,family_bootstrap_near_neighbor
harshithvaddiparthy32/quant-bot,harshithvaddiparthy32__quant-bot.json,F2_crypto_trading_bot,1,harshith-vaddiparthy/quant-bot,harshith-vaddiparthy__quant-bot.json,family_bootstrap_near_neighbor
MorningStar213j/Solana-pumpfun-bot,MorningStar213j__Solana-pumpfun-bot.json,F2_crypto_trading_bot,1,Morning-Star213/Solana-pumpfun-bot,Morning-Star213__Solana-pumpfun-bot.json,family_bootstrap_near_neighbor
bot-market/polymarket-copytrading-bot-sport,bot-market__polymarket-copytrading-bot-sport.json,F2_crypto_trading_bot,1,dev-protocol/polymarket-copytrading-bot-sport,dev-protocol__polymarket-copytrading-bot-sport.json,family_bootstrap_near_neighbor
FaceOFWoodh/SniperBot-Solana-PumpSwap,FaceOFWoodh__SniperBot-Solana-PumpSwap.json,F2_crypto_trading_bot,1,FaceOFWood/SniperBot-Solana-PumpSwap,FaceOFWood__SniperBot-Solana-PumpSwap.json,family_bootstrap_near_neighbor
harshithvaddiparthyv/quant-bot,harshithvaddiparthyv__quant-bot.json,F2_crypto_trading_bot,1,harshith-vaddiparthy/quant-bot,harshith-vaddiparthy__quant-bot.json,family_bootstrap_near_neighbor
MorningStar213h/Solana-pumpfun-bot,MorningStar213h__Solana-pumpfun-bot.json,F2_crypto_trading_bot,1,Morning-Star213/Solana-pumpfun-bot,Morning-Star213__Solana-pumpfun-bot.json,family_bootstrap_near_neighbor
dex-copy2/polymarket-copytrading-bot-sport,dex-copy2__polymarket-copytrading-bot-sport.json,F2_crypto_trading_bot,1,dev-protocol/polymarket-copytrading-bot-sport,dev-protocol__polymarket-copytrading-bot-sport.json,family_bootstrap_near_neighbor
FaceOFWood6/SniperBot-Solana-PumpSwap,FaceOFWood6__SniperBot-Solana-PumpSwap.json,F2_crypto_trading_bot,1,FaceOFWood/SniperBot-Solana-PumpSwap,FaceOFWood__SniperBot-Solana-PumpSwap.json,family_bootstrap_near_neighbor
harshithvaddiparthyo/quant-bot,harshithvaddiparthyo__quant-bot.json,F2_crypto_trading_bot,1,harshith-vaddiparthy/quant-bot,harshith-vaddiparthy__quant-bot.json,family_bootstrap_near_neighbor
MorningStar2131/Solana-pumpfun-bot,MorningStar2131__Solana-pumpfun-bot.json,F2_crypto_trading_bot,1,Morning-Star213/Solana-pumpfun-bot,Morning-Star213__Solana-pumpfun-bot.json,family_bootstrap_near_neighbor
bot-market2/polymarket-copytrading-bot-sport,bot-market2__polymarket-copytrading-bot-sport.json,F2_crypto_trading_bot,1,dev-protocol/polymarket-copytrading-bot-sport,dev-protocol__polymarket-copytrading-bot-sport.json,family_bootstrap_near_neighbor
FaceOFWood7/SniperBot-Solana-PumpSwap,FaceOFWood7__SniperBot-Solana-PumpSwap.json,F2_crypto_trading_bot,1,FaceOFWood/SniperBot-Solana-PumpSwap,FaceOFWood__SniperBot-Solana-PumpSwap.json,family_bootstrap_near_neighbor
harshithvaddiparthyt/quant-bot,harshithvaddiparthyt__quant-bot.json,F2_crypto_trading_bot,1,harshith-vaddiparthy/quant-bot,harshith-vaddiparthy__quant-bot.json,family_bootstrap_near_neighbor
MorningStar213mf/Solana-pumpfun-bot,MorningStar213mf__Solana-pumpfun-bot.json,F2_crypto_trading_bot,1,Morning-Star213/Solana-pumpfun-bot,Morning-Star213__Solana-pumpfun-bot.json,family_bootstrap_near_neighbor
copy-signal/polymarket-copytrading-bot-sport,copy-signal__polymarket-copytrading-bot-sport.json,F2_crypto_trading_bot,1,dev-protocol/polymarket-copytrading-bot-sport,dev-protocol__polymarket-copytrading-bot-sport.json,family_bootstrap_near_neighbor
FaceOFWood8/SniperBot-Solana-PumpSwap,FaceOFWood8__SniperBot-Solana-PumpSwap.json,F2_crypto_trading_bot,1,FaceOFWood/SniperBot-Solana-PumpSwap,FaceOFWood__SniperBot-Solana-PumpSwap.json,family_bootstrap_near_neighbor
harshithvaddiparthy5/quant-bot,harshithvaddiparthy5__quant-bot.json,F2_crypto_trading_bot,1,harshith-vaddiparthy/quant-bot,harshith-vaddiparthy__quant-bot.json,family_bootstrap_near_neighbor
MorningStar21397/Solana-pumpfun-bot,MorningStar21397__Solana-pumpfun-bot.json,F2_crypto_trading_bot,1,Morning-Star213/Solana-pumpfun-bot,Morning-Star213__Solana-pumpfun-bot.json,family_bootstrap_near_neighbor
bot-market3/polymarket-copytrading-bot-sport,bot-market3__polymarket-copytrading-bot-sport.json,F2_crypto_trading_bot,1,dev-protocol/polymarket-copytrading-bot-sport,dev-protocol__polymarket-copytrading-bot-sport.json,family_bootstrap_near_neighbor
FaceOFWood9/SniperBot-Solana-PumpSwap,FaceOFWood9__SniperBot-Solana-PumpSwap.json,F2_crypto_trading_bot,1,FaceOFWood/SniperBot-Solana-PumpSwap,FaceOFWood__SniperBot-Solana-PumpSwap.json,family_bootstrap_near_neighbor
harshithvaddiparthyp/quant-bot,harshithvaddiparthyp__quant-bot.json,F2_crypto_trading_bot,1,harshith-vaddiparthy/quant-bot,harshith-vaddiparthy__quant-bot.json,family_bootstrap_near_neighbor
MorningStar2134v/Solana-pumpfun-bot,MorningStar2134v__Solana-pumpfun-bot.json,F2_crypto_trading_bot,1,Morning-Star213/Solana-pumpfun-bot,Morning-Star213__Solana-pumpfun-bot.json,family_bootstrap_near_neighbor
eferos93/takehome-test4,eferos93__takehome-test4.json,F5_ai_media_demo,1,eferos93/test4,eferos93__test4.json,family_bootstrap_near_neighbor
Metaldadisba/HacxGPT,Metaldadisba__HacxGPT.json,F5_ai_media_demo,1,Metaldadisbad/HacxGPT,Metaldadisbad__HacxGPT.json,family_bootstrap_near_neighbor
rizvejoarder9/SoraMax,rizvejoarder9__SoraMax.json,F5_ai_media_demo,1,rizvejoarder/SoraMax,rizvejoarder__SoraMax.json,family_bootstrap_near_neighbor
shivas1432p/sora2-watermark-remover,shivas1432p__sora2-watermark-remover.json,F5_ai_media_demo,1,shivas1432/sora2-watermark-remover,shivas1432__sora2-watermark-remover.json,family_bootstrap_near_neighbor
eferos932/takehome-test4,eferos932__takehome-test4.json,F5_ai_media_demo,1,eferos93/test4,eferos93__test4.json,family_bootstrap_near_neighbor
Metaldadisbad2/HacxGPT,Metaldadisbad2__HacxGPT.json,F5_ai_media_demo,1,Metaldadisbad/HacxGPT,Metaldadisbad__HacxGPT.json,family_bootstrap_near_neighbor
rizvejoarder4/SoraMax,rizvejoarder4__SoraMax.json,F5_ai_media_demo,1,rizvejoarder/SoraMax,rizvejoarder__SoraMax.json,family_bootstrap_near_neighbor
shivas14322/sora2-watermark-remover,shivas14322__sora2-watermark-remover.json,F5_ai_media_demo,1,shivas1432/sora2-watermark-remover,shivas1432__sora2-watermark-remover.json,family_bootstrap_near_neighbor
eferos9/takehome-test4,eferos9__takehome-test4.json,F5_ai_media_demo,1,eferos93/test4,eferos93__test4.json,family_bootstrap_near_neighbor
Metaldadisba2/HacxGPT,Metaldadisba2__HacxGPT.json,F5_ai_media_demo,1,Metaldadisbad/HacxGPT,Metaldadisbad__HacxGPT.json,family_bootstrap_near_neighbor
rizvejoardern/SoraMax,rizvejoardern__SoraMax.json,F5_ai_media_demo,1,rizvejoarder/SoraMax,rizvejoarder__SoraMax.json,family_bootstrap_near_neighbor
shivas143/sora2-watermark-remover,shivas143__sora2-watermark-remover.json,F5_ai_media_demo,1,shivas1432/sora2-watermark-remover,shivas1432__sora2-watermark-remover.json,family_bootstrap_near_neighbor
eferos932/test4,eferos932__test4.json,F5_ai_media_demo,1,eferos93/test4,eferos93__test4.json,family_bootstrap_near_neighbor
Metaldadisbad3/HacxGPT,Metaldadisbad3__HacxGPT.json,F5_ai_media_demo,1,Metaldadisbad/HacxGPT,Metaldadisbad__HacxGPT.json,family_bootstrap_near_neighbor
rizvejoarder2/SoraMax,rizvejoarder2__SoraMax.json,F5_ai_media_demo,1,rizvejoarder/SoraMax,rizvejoarder__SoraMax.json,family_bootstrap_near_neighbor
shivas1433/sora2-watermark-remover,shivas1433__sora2-watermark-remover.json,F5_ai_media_demo,1,shivas1432/sora2-watermark-remover,shivas1432__sora2-watermark-remover.json,family_bootstrap_near_neighbor
eferos92/takehome-test4,eferos92__takehome-test4.json,F5_ai_media_demo,1,eferos93/test4,eferos93__test4.json,family_bootstrap_near_neighbor
Metaldadisbadd/HacxGPT,Metaldadisbadd__HacxGPT.json,F5_ai_media_demo,1,Metaldadisbad/HacxGPT,Metaldadisbad__HacxGPT.json,family_bootstrap_near_neighbor
rizvejoarder22/SoraMax,rizvejoarder22__SoraMax.json,F5_ai_media_demo,1,rizvejoarder/SoraMax,rizvejoarder__SoraMax.json,family_bootstrap_near_neighbor
shivas1432o/sora2-watermark-remover,shivas1432o__sora2-watermark-remover.json,F5_ai_media_demo,1,shivas1432/sora2-watermark-remover,shivas1432__sora2-watermark-remover.json,family_bootstrap_near_neighbor
