sample_id,label,family,repo_full_name,source_type,fold,split,prob,pred_label,error_type
neg_537,0,NEG::Deed3Labs__Protocol-DApp.json,Deed3Labs/Protocol-DApp,real_negative,1,test,3.927862e-07,0,correct
neg_541,0,NEG::Defi-Pool-Share__DefiPoolShare.LendingContract.json,Defi-Pool-Share/DefiPoolShare.LendingContract,real_negative,1,test,1.5079722e-09,0,correct
neg_552,0,NEG::Denis345__blockchain-automation-tool.json,Denis345/blockchain-automation-tool,real_negative,1,test,4.993718e-08,0,correct
neg_556,0,NEG::DePayFi__buttons.json,DePayFi/buttons,real_negative,1,test,3.6478537e-05,0,correct
neg_567,0,NEG::developeruche__hybrid.json,developeruche/hybrid,real_negative,1,test,0.0067975316,0,correct
neg_569,0,NEG::DevJihwan__SmartContractSample_RentCar.json,DevJihwan/SmartContractSample_RentCar,real_negative,1,test,9.042454e-08,0,correct
neg_578,0,NEG::dherranzf__CryptoBank.json,dherranzf/CryptoBank,real_negative,1,test,2.0145691e-05,0,correct
neg_579,0,NEG::dhiraj0911__bitcoin-wallet.json,dhiraj0911/bitcoin-wallet,real_negative,1,test,2.0816914e-08,0,correct
neg_582,0,NEG::didil__stone-dapp.json,didil/stone-dapp,real_negative,1,test,0.01883313,1,false_positive
neg_587,0,NEG::Dineshv0311__Web3.0-CryptoTransfer.json,Dineshv0311/Web3.0-CryptoTransfer,real_negative,1,test,1.8162224e-06,0,correct
neg_589,0,NEG::distbit0__coinStats.json,distbit0/coinStats,real_negative,1,test,7.496458e-08,0,correct
neg_592,0,NEG::Dklish__trading-lab.json,Dklish/trading-lab,real_negative,1,test,0.2509128,1,false_positive
neg_594,0,NEG::dkrsgood__ETH_Wallet.json,dkrsgood/ETH_Wallet,real_negative,1,test,2.2827997e-05,0,correct
neg_618,0,NEG::dydxprotocol__protocol_v1.json,dydxprotocol/protocol_v1,real_negative,1,test,1.0289514e-05,0,correct
neg_625,0,NEG::EjaraApp__trustdart.json,EjaraApp/trustdart,real_negative,1,test,0.00017400544,0,correct
neg_634,0,NEG::Elytro-eth__ETHShanghai2022.json,Elytro-eth/ETHShanghai2022,real_negative,1,test,6.153468e-09,0,correct
neg_638,0,NEG::emiliosheinz__vue-js-crypto-wallet.json,emiliosheinz/vue-js-crypto-wallet,real_negative,1,test,0.00031015597,0,correct
neg_643,0,NEG::Emmanuel-213__MyFirstSmartContract.json,Emmanuel-213/MyFirstSmartContract,real_negative,1,test,0.0015854306,0,correct
neg_644,0,NEG::Emmanuel-Samuel__Alchemy-projects.json,Emmanuel-Samuel/Alchemy-projects,real_negative,1,test,1.6052281e-09,0,correct
neg_645,0,NEG::emograms__nft-marketplace.json,emograms/nft-marketplace,real_negative,1,test,1.9555682e-08,0,correct
neg_646,0,NEG::emtinanseo__dApp-Refund-by-Location-Smart-Contract.json,emtinanseo/dApp-Refund-by-Location-Smart-Contract,real_negative,1,test,0.0021489493,0,correct
neg_651,0,NEG::Enricrypto__arb-wave-flashloans-arbitrage.json,Enricrypto/arb-wave-flashloans-arbitrage,real_negative,1,test,0.0015978455,0,correct
neg_660,0,NEG::ERC4626-Alliance__sup-web-4626.json,ERC4626-Alliance/sup-web-4626,real_negative,1,test,1.7330516e-06,0,correct
neg_666,0,NEG::ethaccount__vue-dapp.json,ethaccount/vue-dapp,real_negative,1,test,8.939696e-06,0,correct
neg_667,0,NEG::EtherAuthority__Portfolio.json,EtherAuthority/Portfolio,real_negative,1,test,1.4166088e-09,0,correct
neg_668,0,NEG::ethereum-boilerplate__ethereum-prediction-market-boilerplate.json,ethereum-boilerplate/ethereum-prediction-market-boilerplate,real_negative,1,test,0.014728613,0,correct
neg_671,0,NEG::Ethernal-Tech__bridge-web-test-suite.json,Ethernal-Tech/bridge-web-test-suite,real_negative,1,test,1.4510478e-05,0,correct
neg_680,0,NEG::everx-labs__evernode-se.json,everx-labs/evernode-se,real_negative,1,test,0.00048029723,0,correct
neg_687,0,NEG::exglos__wallet.json,exglos/wallet,real_negative,1,test,0.00027372167,0,correct
neg_688,0,NEG::ExodusMovement__bitcoind-zmq.json,ExodusMovement/bitcoind-zmq,real_negative,1,test,0.0068771075,0,correct
neg_690,0,NEG::ExpertVagabond__mango-v4.json,ExpertVagabond/mango-v4,real_negative,1,test,2.2827997e-05,0,correct
neg_695,0,NEG::Fabomarche__ethereum-viewer.json,Fabomarche/ethereum-viewer,real_negative,1,test,7.496458e-08,0,correct
neg_699,0,NEG::fairrustana__Sports-Betting-Sportsbook.json,fairrustana/Sports-Betting-Sportsbook,real_negative,1,test,0.00019411318,0,correct
neg_701,0,NEG::falila__smart-contract-interpreter.json,falila/smart-contract-interpreter,real_negative,1,test,0.00012533751,0,correct
neg_707,0,NEG::fbsobreira__gotron-sdk.json,fbsobreira/gotron-sdk,real_negative,1,test,0.0028449094,0,correct
neg_708,0,NEG::feeeei__vanity-generator.json,feeeei/vanity-generator,real_negative,1,test,0.042722195,1,false_positive
neg_710,0,NEG::fewwwww__awesome-uniswap-hooks.json,fewwwww/awesome-uniswap-hooks,real_negative,1,test,2.295919e-06,0,correct
neg_712,0,NEG::FIFA0313__blockchain-wallet-adapter-designe.json,FIFA0313/blockchain-wallet-adapter-designe,real_negative,1,test,0.00053578056,0,correct
neg_715,0,NEG::FilOzone__synapse-sdk.json,FilOzone/synapse-sdk,real_negative,1,test,0.0145035805,0,correct
neg_716,0,NEG::FinHubRotman__eth-blockchain-data.json,FinHubRotman/eth-blockchain-data,real_negative,1,test,8.15202e-09,0,correct
neg_720,0,NEG::flappyagent__flappy-bird-solidity-2.json,flappyagent/flappy-bird-solidity-2,real_negative,1,test,3.8891116e-08,0,correct
neg_726,0,NEG::formysister__crosschain-mixer-solidity.json,formysister/crosschain-mixer-solidity,real_negative,1,test,1.3631346e-05,0,correct
neg_728,0,NEG::foxxcn__Arkham_API_test.json,foxxcn/Arkham_API_test,real_negative,1,test,0.0013670255,0,correct
neg_730,0,NEG::frankdev7__bootcamp-solidity-defi.json,frankdev7/bootcamp-solidity-defi,real_negative,1,test,8.15202e-09,0,correct
neg_735,0,NEG::freight-trust__deployments-solidity.json,freight-trust/deployments-solidity,real_negative,1,test,2.0580492e-06,0,correct
neg_736,0,NEG::Frenzoid__DAPP_Bank.json,Frenzoid/DAPP_Bank,real_negative,1,test,3.0718184e-05,0,correct
neg_742,0,NEG::fvictorio__ganache-explorer-poc.json,fvictorio/ganache-explorer-poc,real_negative,1,test,6.502816e-05,0,correct
neg_747,0,NEG::gasparllamazares__Bitcoin-Virus.json,gasparllamazares/Bitcoin-Virus,real_negative,1,test,0.0062899017,0,correct
neg_752,0,NEG::gemwalletcom__gem-android.json,gemwalletcom/gem-android,real_negative,1,test,0.00088304584,0,correct
neg_760,0,NEG::GHODA-crypto__shatranj.json,GHODA-crypto/shatranj,real_negative,1,test,0.00095473166,0,correct
neg_766,0,NEG::glitchnsec__cryptozombies-solutions.json,glitchnsec/cryptozombies-solutions,real_negative,1,test,9.042454e-08,0,correct
neg_777,0,NEG::GoogleEnginer__defi-yield-calculator.json,GoogleEnginer/defi-yield-calculator,real_negative,1,test,0.0064882697,0,correct
neg_784,0,NEG::gridgentoo__graph-node.json,gridgentoo/graph-node,real_negative,1,test,7.368593e-05,0,correct
neg_791,0,NEG::Gupta-4699__crypto_gallery.json,Gupta-4699/crypto_gallery,real_negative,1,test,5.649793e-05,0,correct
neg_795,0,NEG::gysr-io__core.json,gysr-io/core,real_negative,1,test,0.0007672925,0,correct
neg_796,0,NEG::Gzeu__hero-forge-monorepo.json,Gzeu/hero-forge-monorepo,real_negative,1,test,0.00093994394,0,correct
neg_803,0,NEG::Haehnchen__uniswap-arbitrage-flash-swap.json,Haehnchen/uniswap-arbitrage-flash-swap,real_negative,1,test,0.00066931,0,correct
neg_805,0,NEG::HalfSuperNate__BalanceOfBatchDataToString.json,HalfSuperNate/BalanceOfBatchDataToString,real_negative,1,test,1.0030142e-06,0,correct
neg_808,0,NEG::hanzopgp__CryptoZombies.json,hanzopgp/CryptoZombies,real_negative,1,test,0.0018386653,0,correct
neg_812,0,NEG::haritsmedina__web3.0_krypto.json,haritsmedina/web3.0_krypto,real_negative,1,test,1.621223e-08,0,correct
neg_816,0,NEG::harshiit1__ethereumChecker.json,harshiit1/ethereumChecker,real_negative,1,test,1.2029639e-05,0,correct
neg_823,0,NEG::HassanA632__blockchain-wallet-risk-analyser.json,HassanA632/blockchain-wallet-risk-analyser,real_negative,1,test,0.03963884,1,false_positive
neg_832,0,NEG::hi-riddhi__AaveV2-CreditScoring.json,hi-riddhi/AaveV2-CreditScoring,real_negative,1,test,0.0004044815,0,correct
neg_834,0,NEG::hilalsidhic__waveportal-Web3-and-solidity.json,hilalsidhic/waveportal-Web3-and-solidity,real_negative,1,test,2.0611537e-09,0,correct
neg_842,0,NEG::HODLorg__HODLbot.json,HODLorg/HODLbot,real_negative,1,test,7.4112804e-06,0,correct
neg_844,0,NEG::holyblock__blockchain-piaic-q4-solution.json,holyblock/blockchain-piaic-q4-solution,real_negative,1,test,2.3588655e-08,0,correct
neg_851,0,NEG::horizontalsystems__unstoppable-wallet-android.json,horizontalsystems/unstoppable-wallet-android,real_negative,1,test,0.0003250359,0,correct
neg_855,0,NEG::hsharshshukla__SmartContractL.json,hsharshshukla/SmartContractL,real_negative,1,test,7.58256e-10,0,correct
neg_858,0,NEG::hululuzhu__solidity-t5.json,hululuzhu/solidity-t5,real_negative,1,test,0.00074370287,0,correct
neg_866,0,NEG::hzblab__NFT-Minting-dApp.json,hzblab/NFT-Minting-dApp,real_negative,1,test,8.3152804e-07,0,correct
neg_876,0,NEG::icebert04__Defi-Dashboard.json,icebert04/Defi-Dashboard,real_negative,1,test,3.288749e-06,0,correct
neg_879,0,NEG::IgorAugust0__blockchain-security-labs.json,IgorAugust0/blockchain-security-labs,real_negative,1,test,2.3320745e-06,0,correct
neg_887,0,NEG::imfrodobaggins__metabullrage.json,imfrodobaggins/metabullrage,real_negative,1,test,7.5711495e-07,0,correct
neg_892,0,NEG::input-output-hk__daedalus.json,input-output-hk/daedalus,real_negative,1,test,0.0034564096,0,correct
neg_896,0,NEG::iotaledger-archive__legacy-wallet-use-trinity-wallet-instead.json,iotaledger-archive/legacy-wallet-use-trinity-wallet-instead,real_negative,1,test,0.0017821962,0,correct
neg_898,0,NEG::ismailbangee__smart-contracts.json,ismailbangee/smart-contracts,real_negative,1,test,0.009268014,0,correct
neg_899,0,NEG::itaikeren__Crypto-Fighters.json,itaikeren/Crypto-Fighters,real_negative,1,test,0.0086441785,0,correct
neg_900,0,NEG::Itheum__sdk-mx-data-nft.json,Itheum/sdk-mx-data-nft,real_negative,1,test,2.3187476e-05,0,correct
neg_908,0,NEG::Iwai88961997__Electrum-Fake-Balance.json,Iwai88961997/Electrum-Fake-Balance,real_negative,1,test,0.013742321,0,correct
neg_913,0,NEG::JackG-eth__CryptoZombieEthSC.json,JackG-eth/CryptoZombieEthSC,real_negative,1,test,1.1189429e-06,0,correct
neg_915,0,NEG::Jackhuang166__evm-dex-swap-staking-liquidity.json,Jackhuang166/evm-dex-swap-staking-liquidity,real_negative,1,test,0.00045831295,0,correct
neg_935,0,NEG::jarrodwatts__evmkit.json,jarrodwatts/evmkit,real_negative,1,test,1.8738754e-06,0,correct
neg_937,0,NEG::JasminDreasond__Dohpw.json,JasminDreasond/Dohpw,real_negative,1,test,4.691164e-08,0,correct
neg_940,0,NEG::JavaCardOS__BitcoinWallet.json,JavaCardOS/BitcoinWallet,real_negative,1,test,0.010986943,0,correct
neg_948,0,NEG::Jeff1010-web__NFT-marketplace.json,Jeff1010-web/NFT-marketplace,real_negative,1,test,1.8738754e-06,0,correct
neg_952,0,NEG::jeloooooo__solidity-cryptozombies.json,jeloooooo/solidity-cryptozombies,real_negative,1,test,0.93439513,1,false_positive
neg_960,0,NEG::JJ-Top__Despliegue-en-Ganache-de-SmartContract.json,JJ-Top/Despliegue-en-Ganache-de-SmartContract,real_negative,1,test,9.1463137e-10,0,correct
neg_963,0,NEG::jlandyr__web3solidity.json,jlandyr/web3solidity,real_negative,1,test,1.0467401e-08,0,correct
neg_965,0,NEG::JoeanSteinbock__crypto-price-tracker.json,JoeanSteinbock/crypto-price-tracker,real_negative,1,test,8.7503e-05,0,correct
neg_971,0,NEG::Jolsho__eth_wallet.json,Jolsho/eth_wallet,real_negative,1,test,6.4759485e-07,0,correct
neg_972,0,NEG::Jon-Becker__heimdall-rs.json,Jon-Becker/heimdall-rs,real_negative,1,test,0.0001634647,0,correct
neg_974,0,NEG::jonluxson__very-basic-form-of-cryptocurrency.json,jonluxson/very-basic-form-of-cryptocurrency,real_negative,1,test,1.186112e-08,0,correct
neg_981,0,NEG::jpromamen__sat-stacker-quiz.json,jpromamen/sat-stacker-quiz,real_negative,1,test,3.822911e-05,0,correct
neg_990,0,NEG::JumpCrypto__crypto-reading-list.json,JumpCrypto/crypto-reading-list,real_negative,1,test,4.363462e-09,0,correct
neg_1009,0,NEG::kaymen99__aave-flashloan-arbitrage.json,kaymen99/aave-flashloan-arbitrage,real_negative,1,test,0.0010649626,0,correct
neg_1010,0,NEG::kaymen99__Dex-aggregator.json,kaymen99/Dex-aggregator,real_negative,1,test,1.2219075e-05,0,correct
neg_1015,0,NEG::keewenaw__Ethereum-Wallet-Cracker.json,keewenaw/Ethereum-Wallet-Cracker,real_negative,1,test,0.00018522574,0,correct
neg_1035,0,NEG::khanjasir90__Secure-Shared-Wallet-Solidity.json,khanjasir90/Secure-Shared-Wallet-Solidity,real_negative,1,test,1.2501529e-09,0,correct
neg_1041,0,NEG::kingstarfly__nft_pendle.json,kingstarfly/nft_pendle,real_negative,1,test,2.5071595e-05,0,correct
neg_1042,0,NEG::kingsudo1004__Wallet-EVM.json,kingsudo1004/Wallet-EVM,real_negative,1,test,6.205049e-05,0,correct
neg_1046,0,NEG::klever-io__klever-go.json,klever-io/klever-go,real_negative,1,test,0.000107208805,0,correct
neg_1047,0,NEG::klever-io__kos-rs.json,klever-io/kos-rs,real_negative,1,test,0.00019716944,0,correct
neg_1068,0,NEG::kushal-g__Bitcoin-Wallet.json,kushal-g/Bitcoin-Wallet,real_negative,1,test,7.265816e-08,0,correct
neg_1070,0,NEG::KYVENetwork__kyvejs.json,KYVENetwork/kyvejs,real_negative,1,test,4.0063693e-05,0,correct
neg_1072,0,NEG::LaChance-Lab__EVM-Solana-Casino-Games.json,LaChance-Lab/EVM-Solana-Casino-Games,real_negative,1,test,0.00012533751,0,correct
neg_1073,0,NEG::lacrypta__lottery-front.json,lacrypta/lottery-front,real_negative,1,test,1.8925148e-05,0,correct
neg_1075,0,NEG::lapismyt__ston-fi.py.json,lapismyt/ston-fi.py,real_negative,1,test,0.011687259,0,correct
neg_1077,0,NEG::laser-wallet__laser-wallet-contracts.json,laser-wallet/laser-wallet-contracts,real_negative,1,test,5.475977e-05,0,correct
neg_1083,0,NEG::lawofambak-research__decentralized-speculations-market.json,lawofambak-research/decentralized-speculations-market,real_negative,1,test,6.4759485e-07,0,correct
neg_1091,0,NEG::leeshuzheng__destroyer.json,leeshuzheng/destroyer,real_negative,1,test,0.00018814208,0,correct
neg_1099,0,NEG::life-itself__web3.json,life-itself/web3,real_negative,1,test,2.0816914e-08,0,correct
neg_1100,0,NEG::lifinance__contracts.json,lifinance/contracts,real_negative,1,test,9.833213e-09,0,correct
neg_1119,0,NEG::lucabizza__cryptozombies.json,lucabizza/cryptozombies,real_negative,1,test,7.194133e-09,0,correct
neg_1120,0,NEG::lucaliebenberg___cryptoKids-solidity-contract.json,lucaliebenberg/_cryptoKids-solidity-contract,real_negative,1,test,4.6448814e-09,0,correct
neg_1122,0,NEG::Lucifer666XD__ZenDesk.json,Lucifer666XD/ZenDesk,real_negative,1,test,0.007876707,0,correct
neg_1130,0,NEG::machenxi__Dodging-Turtis-NFT-game-Polygon.json,machenxi/Dodging-Turtis-NFT-game-Polygon,real_negative,1,test,0.003707253,0,correct
neg_1140,0,NEG::manifoldfinance__multicall-framework.json,manifoldfinance/multicall-framework,real_negative,1,test,1.8631748e-05,0,correct
neg_1143,0,NEG::Manuel-yang__BlockChainSelfLearning.json,Manuel-yang/BlockChainSelfLearning,real_negative,1,test,6.0235735e-08,0,correct
neg_1144,0,NEG::manuelinfosec__flash-arb-bot.json,manuelinfosec/flash-arb-bot,real_negative,1,test,0.00020662982,0,correct
neg_1147,0,NEG::maprob__nft-mint-site.json,maprob/nft-mint-site,real_negative,1,test,1.04515475e-05,0,correct
neg_1161,0,NEG::mastrmind-dev__DeFi-App---A-Cryptocurrency-Bank.json,mastrmind-dev/DeFi-App---A-Cryptocurrency-Bank,real_negative,1,test,5.26334e-09,0,correct
neg_1166,0,NEG::matprime__ERC-1155-NFT-demo.json,matprime/ERC-1155-NFT-demo,real_negative,1,test,7.265816e-08,0,correct
neg_1180,0,NEG::Melchizedek4ever__Time-Lock-Wallet.json,Melchizedek4ever/Time-Lock-Wallet,real_negative,1,test,1.5229979e-08,0,correct
neg_1190,0,NEG::messari__subgraphs.json,messari/subgraphs,real_negative,1,test,3.3405393e-06,0,correct
neg_1191,0,NEG::Meta-Dragons__CronoSafe.json,Meta-Dragons/CronoSafe,real_negative,1,test,3.653482e-08,0,correct
neg_1194,0,NEG::mg98__arbitrary-data-on-blockchains.json,mg98/arbitrary-data-on-blockchains,real_negative,1,test,0.008847355,0,correct
neg_1200,0,NEG::michael-spengler__blockchain-technologie-und-anwendungsgebiete-vorlesungsreihe.json,michael-spengler/blockchain-technologie-und-anwendungsgebiete-vorlesungsreihe,real_negative,1,test,1.723157e-05,0,correct
neg_1211,0,NEG::militarandroid__cybersecurity_hack.json,militarandroid/cybersecurity_hack,real_negative,1,test,0.0042315875,0,correct
neg_1219,0,NEG::Mizogg__Tkinter-Power-Mini.json,Mizogg/Tkinter-Power-Mini,real_negative,1,test,1.3925464e-06,0,correct
neg_1220,0,NEG::mja2001__SolCipher-iExec.json,mja2001/SolCipher-iExec,real_negative,1,test,3.3596785e-07,0,correct
neg_1221,0,NEG::Mo-Ali98__mint-your-nft.json,Mo-Ali98/mint-your-nft,real_negative,1,test,1.7603431e-06,0,correct
neg_1229,0,NEG::mokshyaprotocol__aptos-nft-random-mint.json,mokshyaprotocol/aptos-nft-random-mint,real_negative,1,test,3.5559847e-06,0,correct
neg_1234,0,NEG::moonsly__crypto-wallets.json,moonsly/crypto-wallets,real_negative,1,test,4.406941e-08,0,correct
neg_1239,0,NEG::motorHillary__polymarket-copy-trading-bot.json,motorHillary/polymarket-copy-trading-bot,real_negative,1,test,7.8114834e-07,0,correct
neg_1242,0,NEG::mradkov__decentralized-dns.json,mradkov/decentralized-dns,real_negative,1,test,0.9963642,1,false_positive
neg_1244,0,NEG::mrfomoweb3__nft-wallet-tracker.json,mrfomoweb3/nft-wallet-tracker,real_negative,1,test,4.069458e-05,0,correct
neg_1252,0,NEG::mstable__mStable-app.json,mstable/mStable-app,real_negative,1,test,7.658115e-09,0,correct
neg_1257,0,NEG::muhammadshiraz__dex-frontend-react.json,muhammadshiraz/dex-frontend-react,real_negative,1,test,0.00047285447,0,correct
neg_1260,0,NEG::multiavatar__multiavatar-solidity.json,multiavatar/multiavatar-solidity,real_negative,1,test,7.496458e-08,0,correct
neg_1281,0,NEG::namesys-eth__istest-eth.json,namesys-eth/istest-eth,real_negative,1,test,8.5921664e-10,0,correct
neg_1283,0,NEG::nashidahmed__registry-core.json,nashidahmed/registry-core,real_negative,1,test,1.186112e-08,0,correct
neg_1285,0,NEG::nathaniel-cmd__defi-native-nft-exchange.json,nathaniel-cmd/defi-native-nft-exchange,real_negative,1,test,6.7582624e-09,0,correct
neg_1287,0,NEG::nazar-pc__abundance.json,nazar-pc/abundance,real_negative,1,test,0.0007096704,0,correct
neg_1290,0,NEG::ndsvw__Ethereum-Web3-SmartContract-HelloWorld.json,ndsvw/Ethereum-Web3-SmartContract-HelloWorld,real_negative,1,test,2.461697e-10,0,correct
neg_1293,0,NEG::NenadBolovic__Cryptography_project_PKI_smart_contract.json,NenadBolovic/Cryptography_project_PKI_smart_contract,real_negative,1,test,0.0007096704,0,correct
neg_1294,0,NEG::neoguias__tutorial-wallet-multifirma.json,neoguias/tutorial-wallet-multifirma,real_negative,1,test,8.059446e-07,0,correct
neg_1297,0,NEG::NesterZz__NFT-Wallet.json,NesterZz/NFT-Wallet,real_negative,1,test,5.26334e-09,0,correct
neg_1300,0,NEG::Neufund__ledger-wallet-provider.json,Neufund/ledger-wallet-provider,real_negative,1,test,0.0003799845,0,correct
neg_1304,0,NEG::nftfy__nftfy-v1-periphery.json,nftfy/nftfy-v1-periphery,real_negative,1,test,0.00031015597,0,correct
neg_1305,0,NEG::ngmisl__etherml.json,ngmisl/etherml,real_negative,1,test,0.030444348,1,false_positive
neg_1308,0,NEG::nicholashc__uniswap-skim.json,nicholashc/uniswap-skim,real_negative,1,test,0.00018814208,0,correct
neg_1309,0,NEG::nicholasmgoldstein__Persona256.json,nicholasmgoldstein/Persona256,real_negative,1,test,4.539787e-05,0,correct
neg_1312,0,NEG::nicolas-sanch__web3.py-dapp.json,nicolas-sanch/web3.py-dapp,real_negative,1,test,2.1233784e-06,0,correct
neg_1315,0,NEG::NikhilSehgal123__coinbase-execution-algorithm.json,NikhilSehgal123/coinbase-execution-algorithm,real_negative,1,test,6.339211e-06,0,correct
neg_1320,0,NEG::nirhoIas__Top-5-Cryptocurrency-APIs-for-Developers.json,nirhoIas/Top-5-Cryptocurrency-APIs-for-Developers,real_negative,1,test,0.00010554686,0,correct
neg_1321,0,NEG::nirholas__bnbchain-mcp.json,nirholas/bnbchain-mcp,real_negative,1,test,0.0043994132,0,correct
neg_1324,0,NEG::nirholas__x402-stablecoin.json,nirholas/x402-stablecoin,real_negative,1,test,0.00052337564,0,correct
neg_1327,0,NEG::Nitin2489__simple-wallet-solidity.json,Nitin2489/simple-wallet-solidity,real_negative,1,test,2.9773113e-05,0,correct
neg_1331,0,NEG::nktkas__hyperliquid.json,nktkas/hyperliquid,real_negative,1,test,1.0129991e-05,0,correct
neg_1333,0,NEG::Noahflx__ghost-wallets.json,Noahflx/ghost-wallets,real_negative,1,test,0.21076632,1,false_positive
neg_1334,0,NEG::NodeFactoryIo__solidity-node-docker-starter.json,NodeFactoryIo/solidity-node-docker-starter,real_negative,1,test,0.00041731578,0,correct
neg_1340,0,NEG::Novus-Tech-LLC__Casino-Games.json,Novus-Tech-LLC/Casino-Games,real_negative,1,test,8.2332484e-08,0,correct
neg_1341,0,NEG::nrgapple__crypto-canvas-fe.json,nrgapple/crypto-canvas-fe,real_negative,1,test,7.4102235e-07,0,correct
neg_1348,0,NEG::oasislabs__oasis.js.json,oasislabs/oasis.js,real_negative,1,test,0.05184547,1,false_positive
neg_1350,0,NEG::ocalvet__bitcoin-wallet.json,ocalvet/bitcoin-wallet,real_negative,1,test,1.2751904e-07,0,correct
neg_1352,0,NEG::OffcierCia__tips-solidity-code-auditors.json,OffcierCia/tips-solidity-code-auditors,real_negative,1,test,9.761566e-05,0,correct
neg_1358,0,NEG::oishii-pg-gohan__myCryptoZombie.json,oishii-pg-gohan/myCryptoZombie,real_negative,1,test,1.482358e-06,0,correct
neg_1364,0,NEG::olegerr__currency.json,olegerr/currency,real_negative,1,test,4.0990935e-09,0,correct
neg_1368,0,NEG::omarakhmedov-web__metridex-showcase.json,omarakhmedov-web/metridex-showcase,real_negative,1,test,0.00014425987,0,correct
neg_1370,0,NEG::omsaraykar__crypto-wallet.json,omsaraykar/crypto-wallet,real_negative,1,test,4.4694072e-05,0,correct
neg_1372,0,NEG::onee-io__crypto-zombies.json,onee-io/crypto-zombies,real_negative,1,test,4.3139121e-07,0,correct
neg_1382,0,NEG::openocean-finance__Security-Audit-Report.json,openocean-finance/Security-Audit-Report,real_negative,1,test,1.32119585e-05,0,correct
neg_1384,0,NEG::Operaconga14__llama_flux.json,Operaconga14/llama_flux,real_negative,1,test,0.14223188,1,false_positive
neg_1389,0,NEG::Opty1712__nft-opensea-search.json,Opty1712/nft-opensea-search,real_negative,1,test,1.2606946e-05,0,correct
neg_1390,0,NEG::opynfinance__squeeth-monorepo.json,opynfinance/squeeth-monorepo,real_negative,1,test,2.6165208e-07,0,correct
neg_1391,0,NEG::orelkabets__eth-wallet-notify.json,orelkabets/eth-wallet-notify,real_negative,1,test,2.3552617e-05,0,correct
neg_1395,0,NEG::osmanballi__Clock_app_that_tracks_Bitcoin_and_Ethereum.json,osmanballi/Clock_app_that_tracks_Bitcoin_and_Ethereum,real_negative,1,test,6.0141516e-05,0,correct
neg_1398,0,NEG::Overtorment__cli-cold-wallet.json,Overtorment/cli-cold-wallet,real_negative,1,test,0.001264422,0,correct
neg_1405,0,NEG::Pallavii-dev__Crypto-Transfer-web3.json,Pallavii-dev/Crypto-Transfer-web3,real_negative,1,test,2.3737339e-05,0,correct
neg_1409,0,NEG::pantunes__xtcryptosignals.json,pantunes/xtcryptosignals,real_negative,1,test,0.0015978455,0,correct
neg_1414,0,NEG::pat3icki__ExzoCoin-2-0.json,pat3icki/ExzoCoin-2-0,real_negative,1,test,1.3307808e-09,0,correct
neg_1430,0,NEG::PepperWatch__rust.json,PepperWatch/rust,real_negative,1,test,0.0019418169,0,correct
neg_1432,0,NEG::peter571__crypto-stats.json,peter571/crypto-stats,real_negative,1,test,0.00068785116,0,correct
neg_1438,0,NEG::PigCharid__ethereum-codeAnalysis.json,PigCharid/ethereum-codeAnalysis,real_negative,1,test,5.3687495e-07,0,correct
neg_1445,0,NEG::pmaji__crypto-whale-watching-app.json,pmaji/crypto-whale-watching-app,real_negative,1,test,0.0015247865,0,correct
neg_1446,0,NEG::pmontaguevans__ethereum-angular6-cryptogap.json,pmontaguevans/ethereum-angular6-cryptogap,real_negative,1,test,0.00016997529,0,correct
neg_1449,0,NEG::polkadot-js__apps.json,polkadot-js/apps,real_negative,1,test,1.1478769e-05,0,correct
neg_1451,0,NEG::Polygon-Academy__basicnfts.json,Polygon-Academy/basicnfts,real_negative,1,test,3.3596785e-07,0,correct
neg_1454,0,NEG::pragmaxim-com__bitcoin-explorer.json,pragmaxim-com/bitcoin-explorer,real_negative,1,test,0.00013982208,0,correct
neg_1459,0,NEG::prashantprabhakar__p-ethereum.json,prashantprabhakar/p-ethereum,real_negative,1,test,1.568955e-05,0,correct
neg_1461,0,NEG::prateek096__OnlinePolling_Blockchain.json,prateek096/OnlinePolling_Blockchain,real_negative,1,test,0.0008295892,0,correct
neg_1462,0,NEG::prathameshbelurkar__Blockchains.json,prathameshbelurkar/Blockchains,real_negative,1,test,1.0677029e-06,0,correct
neg_1468,0,NEG::PROFADAM__defi-token.json,PROFADAM/defi-token,real_negative,1,test,0.0035657366,0,correct
neg_1470,0,NEG::project-serum__spl-token-wallet.json,project-serum/spl-token-wallet,real_negative,1,test,0.0017821962,0,correct
neg_1472,0,NEG::prokey-io__prokey-webcore.json,prokey-io/prokey-webcore,real_negative,1,test,0.0335895,1,false_positive
neg_1484,0,NEG::qlyde__peek.json,qlyde/peek,real_negative,1,test,0.052618954,1,false_positive
neg_1491,0,NEG::Quiark__Roboth.web3.json,Quiark/Roboth.web3,real_negative,1,test,0.019719128,1,false_positive
neg_1496,0,NEG::RabbyHub__Rabby.json,RabbyHub/Rabby,real_negative,1,test,7.7221914e-05,0,correct
neg_1497,0,NEG::Racks-Community__MrCryptoIndexer.json,Racks-Community/MrCryptoIndexer,real_negative,1,test,0.000115919334,0,correct
neg_1500,0,NEG::rafaelfariasbsb__polymarket.json,rafaelfariasbsb/polymarket,real_negative,1,test,0.0064882697,0,correct
neg_1501,0,NEG::rafaelfgx__Blockchain.json,rafaelfgx/Blockchain,real_negative,1,test,1.1478769e-05,0,correct
